Protein,Sample,Threshold,PRS.R2,PRS.R2.adj,Full.R2,Null.R2,Prevalence,Coefficient,Standard.Error,P,Num_SNP,Significant,P_MinusLog10
IL3.4717.55.2,ADNI_75,0.001,0.00332472,0.00249347,0.0216124,0.0191189,0.07,-0.106766,0.0810885,0.187954,805,N,0.725948427282213
IL3.4717.55.2,ANM_75,0.001,0.00556354,0.00457154,0.157685,0.153113,0.07,-0.159185,0.100561,0.11343,807,N,0.945272067917802
IL3.4717.55.2,GERAD_75,5e-05,0.000474623,0.000382651,0.0325878,0.0322051,0.07,-0.0410359,0.0464331,0.376824,46,N,0.423861444691169
KITLG.9377.25.3,ADNI_75,0.01,0.00186335,0.00139691,0.0205158,0.0191189,0.07,0.0789581,0.0800298,0.323834,5817,N,0.489677555714824
KITLG.9377.25.3,ANM_75,0.1,0.0103623,0.00853048,0.161644,0.153113,0.07,-0.212101,0.098401,0.0311245,36844,Y,1.50689761657043
KITLG.9377.25.3,GERAD_75,0.001,0.000830271,0.000669423,0.0328745,0.0322051,0.07,-0.0548547,0.046933,0.242489,763,N,0.615307957464414
MMP9.2579.17.5,ADNI_75,1,0.00914383,0.00686867,0.0259876,0.0191189,0.07,0.179203,0.0821402,0.0291333,147174,Y,1.53561031898999
MMP9.2579.17.5,ANM_75,5e-05,0.00536444,0.0044076,0.157521,0.153113,0.07,0.149437,0.0962621,0.120567,61,N,0.918771545256131
MMP9.2579.17.5,GERAD_75,5e-04,0.00202747,0.00163503,0.0338402,0.0322051,0.07,-0.085196,0.0466769,0.0679667,426,N,1.16770381594771
NPPB.3723.1.2,ADNI_75,0.001,0.00574783,0.00431362,0.0234325,0.0191189,0.07,0.138635,0.0800816,0.0834209,781,N,1.07872512900799
NPPB.3723.1.2,ANM_75,0.001,0.00226905,0.0018621,0.154975,0.153113,0.07,-0.0978144,0.096823,0.312381,777,N,0.505315389154837
NPPB.3723.1.2,GERAD_75,0.001,0.00468181,0.00377732,0.0359824,0.0322051,0.07,0.130203,0.047,0.00560091,779,Y,2.25174140587391
PLG.3710.49.2,ADNI_75,0.1,0.00276787,0.00207552,0.0211944,0.0191189,0.07,-0.0959684,0.0798448,0.229388,36775,N,0.63942930513613
PLG.3710.49.2,ANM_75,5e-08,0.0154534,0.0127467,0.16586,0.153113,0.07,0.25923,0.0990624,0.00887486,8,Y,2.05183848916944
PLG.3710.49.2,GERAD_75,5e-05,0.00121798,0.000982088,0.0331872,0.0322051,0.07,-0.0661934,0.0468232,0.157454,52,N,0.802846301963852
PPY.4588.1.2,ADNI_75,5e-08,0.0132171,0.0099396,0.0290585,0.0191189,0.07,-0.213201,0.0816637,0.00903536,1,Y,2.04405453896373
PPY.4588.1.2,ANM_75,0.05,0.00441728,0.00362806,0.156741,0.153113,0.07,-0.138991,0.0987609,0.159325,21184,N,0.797716072848097
PPY.4588.1.2,GERAD_75,0.01,0.0020954,0.00168982,0.0338949,0.0322051,0.07,0.0868007,0.046786,0.0635576,5693,N,1.19683251055899
RETN.3046.31.1,ADNI_75,0.001,0.00874775,0.00657043,0.0256894,0.0191189,0.07,0.173166,0.0813269,0.0332332,768,Y,1.47842783881664
RETN.3046.31.1,ANM_75,5e-04,0.0128903,0.0106219,0.163735,0.153113,0.07,-0.237431,0.0992634,0.0167598,415,Y,1.77573116824838
RETN.3046.31.1,GERAD_75,5e-05,0.00206241,0.00166321,0.0338683,0.0322051,0.07,0.086657,0.047097,0.0657731,58,N,1.18195168860803
SERPING1.4479.14.2,ADNI_75,0.01,0.00247774,0.00185782,0.0209767,0.0191189,0.07,-0.0913588,0.0803369,0.255456,5938,N,0.592683892409043
SERPING1.4479.14.2,ANM_75,5e-08,0.0098566,0.00811257,0.161226,0.153113,0.07,-0.207721,0.0990324,0.0359491,6,Y,1.44431197787989
SERPING1.4479.14.2,GERAD_75,5e-04,0.00273957,0.00220956,0.0344147,0.0322051,0.07,0.0993919,0.0468538,0.0338949,441,Y,1.46986564305008
TF.4162.54.2,ADNI_75,0.5,0.00250087,0.00187517,0.0209941,0.0191189,0.07,-0.0923716,0.0808337,0.253148,109765,N,0.596625499414391
TF.4162.54.2,ANM_75,5e-05,0.00329322,0.00270365,0.155817,0.153113,0.07,-0.118119,0.0971593,0.224089,58,N,0.64957946143259
TF.4162.54.2,GERAD_75,5e-04,0.000231727,0.000186815,0.0323919,0.0322051,0.07,-0.0288396,0.0467066,0.536929,388,N,0.270083138782435
TNC.4155.3.2,ADNI_75,5e-04,0.005356,0.00401912,0.023138,0.0191189,0.07,-0.134226,0.0802892,0.0945674,447,N,1.02425855112629
TNC.4155.3.2,ANM_75,0.05,0.00933171,0.007679,0.160792,0.153113,0.07,-0.202623,0.0995998,0.0419144,21326,Y,1.37763674633824
TNC.4155.3.2,GERAD_75,0.001,0.00149374,0.00120449,0.0334096,0.0322051,0.07,0.0736017,0.0469913,0.117282,813,N,0.93076863665283
TNF.5936.53.3,ADNI_75,5e-08,0.0113846,0.00855721,0.0276761,0.0191189,0.07,-0.203465,0.0856498,0.0175232,1,Y,1.75638658221814
TNF.5936.53.3,ANM_75,0.1,0.00700103,0.00575591,0.158869,0.153113,0.07,0.174182,0.0984788,0.076939,36781,N,1.11385346265234
TNF.5936.53.3,GERAD_75,0.5,0.00143833,0.0011598,0.0333649,0.0322051,0.07,-0.0728991,0.0474151,0.124179,108718,N,0.905951841802248
VCAM1.2967.8.1,ADNI_75,5e-08,0.00145312,0.00108925,0.0202082,0.0191189,0.07,0.069663,0.0799772,0.383735,5,N,0.415968587526612
VCAM1.2967.8.1,ANM_75,0.5,0.00881643,0.00725353,0.160367,0.153113,0.07,0.193322,0.0973349,0.0470168,110999,Y,1.32774693262568
VCAM1.2967.8.1,GERAD_75,0.001,0.00166791,0.00134498,0.0335501,0.0322051,0.07,-0.0774688,0.0467992,0.0978547,819,N,1.00941831016904
VTN.13125.45.3,ADNI_75,1,0.0115059,0.00864866,0.0277676,0.0191189,0.07,-0.197293,0.0808735,0.0147065,147215,Y,1.83249067272103
VTN.13125.45.3,ANM_75,5e-05,0.00572078,0.00470102,0.157814,0.153113,0.07,0.157464,0.0984093,0.109577,81,N,0.960280593856417
VTN.13125.45.3,GERAD_75,0.001,0.0026048,0.00210082,0.0343059,0.0322051,0.07,0.0968469,0.0468104,0.0385539,823,Y,1.41393168342861
