Protein,Threshold,nSNP,Total_Sample_n,beta,z,p,ci_lower,ci_upper,se,i2,Q,Q-p,r,r2,Significant,P_MinusLog10
ANGPT2.13660.76.3,5e-05,45,6237,0.00384695613744748,0.0858519657541607,0.931584096235312,-0.0839774217118968,0.0916713339867917,0.0448091794247709,0,1.06278502303678,0.587785900892009,0.00108725586247841,1.18212531049367e-06,N,0.0307779342380455
ANGPT2.13660.76.3,5e-04,401,6237,-0.0527512884106082,-0.80464267386269,0.421025909130721,-0.181243883672242,0.0757413068510254,0.0655586512176585,42.1616980100603,3.68063149311062,0.158767287967593,-0.010189720810874,0.00010383041020356,N,0.375691177688615
ANGPT2.13660.76.3,0.001,773,6237,-0.0922114186690271,-1.14288858659227,0.253084851884065,-0.250346744959685,0.0659239076216303,0.0806827714886644,60.3479290622154,4.95661280119003,0.0838851732365246,-0.0144723874405741,0.000209449998230086,N,0.59673384828323
ANGPT2.13660.76.3,0.01,5749,6237,-0.0406894996267717,-0.907906212789505,0.363927774898744,-0.128528918163627,0.0471499189100836,0.0448168533859405,0.0315053901565637,1.84553637498083,0.397417391150557,-0.0114972520720409,0.000132186805208049,N,0.438984797876405
ANGPT2.13660.76.3,0.05,21148,6237,-0.0278031907080925,-0.61936160859256,0.535678166521655,-0.115786126180943,0.0601797447647578,0.0448900776579817,0.00628926262772588,3.10377992761598,0.211847211670169,-0.00784355043427399,6.15212834149997e-05,N,0.271096054490316
ANGPT2.13660.76.3,0.1,36731,6237,-0.0210896487277555,-0.263547180043223,0.792128863984766,-0.177930454029571,0.13575115657406,0.0800222894598861,59.8349146588352,4.61751620510694,0.0993846004319684,-0.00333762642910239,1.11397501802427e-05,N,0.101204161383928
ANGPT2.13660.76.3,0.2,61277,6237,-0.0213486071404237,-0.212372232683916,0.831816646798327,-0.218372957200355,0.175675742919508,0.100524474742411,74.2306944172368,6.34532237213012,0.0418919671150516,-0.00268953953853762,7.23362292935714e-06,N,0.0799723925304594
ANGPT2.13660.76.3,0.5,109552,6237,0.0100377106108749,0.11306139133902,0.909981883918785,-0.163969977173174,0.184045398394924,0.0887810639157655,67.2101154215891,5.28650639602991,0.0711294944255304,0.00143184382698833,2.0501767448846e-06,N,0.0409672536046434
ANGPT2.13660.76.3,1,147116,6237,0.0174184386659733,0.172662517508276,0.862916707909455,-0.180305496701708,0.215142374033654,0.100881412580691,74.4097984958688,6.29560972574226,0.0429462964815716,0.00218664761949054,4.78142781182366e-06,N,0.064031122061207
APCS.2474.54.5,5e-08,3,6237,-0.0797044439343633,-1.69250114784,0.090550461441728,-0.172004434228912,0.012595546360185,0.0470926971222935,0,0.898084804073491,0.63823903548497,-0.0214294488501919,0.000459221278022991,N,1.04310933219602
APCS.2474.54.5,5e-05,50,6237,-0.107843821069945,-2.39462754124956,0.0166372560627342,-0.196112247625324,-0.0195753945145664,0.0450357390501198,0,0.743258472063449,0.689609877625942,-0.030312386427723,0.000918840770943604,Y,1.77891829914372
APCS.2474.54.5,5e-04,427,6237,-0.038279802271041,-0.852593914815888,0.393884538295756,-0.126278358773472,0.0497187542313901,0.0448980477174849,0,0.57794531329874,0.749032686186033,-0.0107968902000169,0.000116572837991221,N,0.404631066828907
APCS.2474.54.5,0.001,773,6237,0.0180226689586586,0.402237120591643,0.687509525738542,-0.0697956358569233,0.10584097377424,0.044806080881221,0,0.669223845968618,0.715615746495597,0.00509399229166922,2.59487574675855e-05,N,0.162721280120209
APCS.2474.54.5,0.01,5749,6237,-0.0590408391070049,-1.30778277878029,0.190946996918899,-0.147524890238706,0.0294432120246961,0.045145753610603,0.0356419540870601,2.08473831194391,0.352618283858198,-0.0165599045305448,0.000274230438060758,N,0.71908716751746
APCS.2474.54.5,0.05,21151,6237,-0.0447030660174954,-0.734389045214111,0.462711661455315,-0.164008221729973,0.0746020896949824,0.0608710959249974,33.1930963739033,2.74809031483715,0.253081133113794,-0.0093001334115049,8.64924814717898e-05,N,0.334689555088659
APCS.2474.54.5,0.1,36819,6237,-0.030909220308033,-0.6801472275494,0.49641124317787,-0.119979580577286,0.05816113996122,0.0454448964225,0,0.830572477885862,0.66015129265022,-0.00861328054114178,7.41886016804116e-05,N,0.304158390761519
APCS.2474.54.5,0.2,61179,6237,-0.0233016530732217,-0.512979890427269,0.60796538760299,-0.112331265453781,0.0657279593073377,0.0454241063013471,0,0.696643105542156,0.705871864664135,-0.00649640283249621,4.22032497620648e-05,N,0.216121145070876
APCS.2474.54.5,0.5,109563,6237,-0.0250581438176791,-0.55327914883742,0.580072276683158,-0.113825377329506,0.0637090896941476,0.0452902370717071,0,0.159416294130886,0.923385799919756,-0.0070067305013576,4.90942723186549e-05,N,0.236517890214587
APCS.2474.54.5,1,147085,6237,-0.0246558458886896,-0.544401696906323,0.586165078345573,-0.113422229654237,0.0641105378768573,0.0452898035197202,0,0.120103674738787,0.941715716253532,-0.00689431178344018,4.75315349672821e-05,N,0.231980058865145
APOB.2797.56.2,5e-05,60,6237,-0.0409556460736844,-0.912651696646022,0.361425755919699,-0.128909891447892,0.0469985993005228,0.0448754395835735,0.0148416874401734,1.89075623531997,0.388532632073754,-0.0115573384053896,0.000133572071016694,N,0.441980901981959
APOB.2797.56.2,5e-04,413,6237,0.00183241018085166,0.0408627472596967,0.96740531600743,-0.0860583509701016,0.0897231713318049,0.0448430490785669,0,0.11737206092775,0.943002796833518,0.00051749871346164,2.67804918434452e-07,N,0.0143915304411037
APOB.2797.56.2,0.001,781,6237,-0.0174698590726018,-0.389318760831928,0.697040359773303,-0.10541911310835,0.070479394963146,0.0448728929355234,0,0.847883756483668,0.65446191928085,-0.00493039625474735,2.43088072288267e-05,N,0.156742074815368
APOB.2797.56.2,0.01,5795,6237,-0.0172854199240342,-0.384210965517146,0.700822091596803,-0.105463019080158,0.0708921792320893,0.0449893976887622,0,0.438982962463777,0.8029269976128,-0.00486571184382654,2.36751517471538e-05,N,0.154392216618273
APOB.2797.56.2,0.05,21279,6237,0.0597049407611689,0.774885618994107,0.438407250631555,-0.091310293903908,0.210720175426246,0.0770500049267567,56.6369396717276,4.40737684655016,0.110395222197181,0.00981292458465946,9.6293488904214e-05,N,0.358122271852074
APOB.2797.56.2,0.1,36716,6237,0.027842757923006,0.265767412108757,0.790418342238741,-0.177490177090966,0.233175692936978,0.104763626593964,76.0187109586729,6.50764698535217,0.0386262379931189,0.00336574367787904,1.13282305051827e-05,N,0.102142990180749
APOB.2797.56.2,0.2,60872,6237,-0.013254743448195,-0.188668012843964,0.850353023351649,-0.150950685601707,0.124441198705317,0.0702543226506405,48.8269869254993,4.03889343390797,0.132728881408044,-0.00238934469266007,5.70896806034285e-06,N,0.0704007398566779
APOB.2797.56.2,0.5,109624,6237,-0.0306575184712531,-0.47216143488821,0.636811564315468,-0.157918297558927,0.0966032606164206,0.0649301620292467,41.1840656343077,3.76751367325861,0.152017925125855,-0.00597949516373835,3.57543624131703e-05,N,0.195989058535475
APOB.2797.56.2,1,147028,6237,-0.0426536799275834,-0.66902564508627,0.503479119071657,-0.167611037063546,0.0823036772083788,0.0637549251525079,39.299585120471,3.70982910191403,0.156466312000368,-0.00847244871456919,7.17823872210051e-05,N,0.298018536351681
APOE.2937.10.2,5e-05,54,6237,0.0542175121280054,1.21116611208193,0.225831747634607,-0.0335197272499949,0.141954751506006,0.0447647202040754,0,0.85468890401338,0.652238848550082,0.0153367874676288,0.000235217049827217,N,0.646215004601814
