Protein,Sample,Threshold,PRS.R2,PRS.R2.adj,Full.R2,Null.R2,Prevalence,Coefficient,Standard.Error,P,Num_SNP,Significant,P_MinusLog10
HP.3054.3.2,ANM_80,5e-05,0.00602062,0.00493059,0.156392,0.151462,0.07,-0.16288,0.1242,0.189711,124,N,0.721907486713873
HP.3054.3.2,GERAD_80,0.05,0.00282005,0.0023236,0.0440576,0.0417339,0.07,0.103524,0.066355,0.118724,21568,N,0.925461479748142
IGFBP2.2570.72.5,ADNI_80,0.01,0.0175852,0.0132475,0.0351889,0.0219415,0.07,-0.251084,0.104185,0.0159527,5818,Y,1.79716580189429
IGFBP2.2570.72.5,ANM_80,0.2,0.00797229,0.0065334,0.157995,0.151462,0.07,0.190104,0.126296,0.132267,61863,N,0.878548496746759
IGFBP2.2570.72.5,GERAD_80,1,0.00731082,0.00602774,0.0477617,0.0417339,0.07,-0.168171,0.0669981,0.0120699,145546,Y,1.91829632804914
IL10.2773.50.2,ADNI_80,0.001,0.0111438,0.00837988,0.0303213,0.0219415,0.07,0.198597,0.103179,0.0542573,790,N,1.26554182178483
IL10.2773.50.2,ANM_80,0.05,0.0164149,0.0134925,0.164954,0.151462,0.07,-0.281439,0.13085,0.0314873,21191,Y,1.50186457802252
IL10.2773.50.2,GERAD_80,5e-04,0.000730997,0.000602128,0.0423361,0.0417339,0.07,0.0526079,0.0661762,0.426632,414,N,0.369946572932037
IL13.3072.4.2,ADNI_80,0.001,0.0190455,0.0143534,0.0362949,0.0219415,0.07,0.266493,0.105952,0.0118953,786,Y,1.92462460056227
IL13.3072.4.2,ANM_80,5e-04,0.00569534,0.00466367,0.156125,0.151462,0.07,0.162597,0.127476,0.20213,415,N,0.694369224003034
IL13.3072.4.2,GERAD_80,0.1,0.00682148,0.00562389,0.0473578,0.0417339,0.07,0.16256,0.0670947,0.0153999,36562,Y,1.81248209926673
IL3.4717.55.2,ADNI_80,5e-05,0.0102482,0.00770447,0.0296459,0.0219415,0.07,0.188563,0.101926,0.0643143,46,N,1.19169245288276
IL3.4717.55.2,ANM_80,0.001,0.0105198,0.00862891,0.160091,0.151462,0.07,-0.21635,0.124744,0.0828554,806,N,1.08167918170719
IL3.4717.55.2,GERAD_80,1,0.000704584,0.00058037,0.0423143,0.0417339,0.07,0.0523822,0.0670984,0.434992,145765,N,0.361518730143762
KITLG.9377.25.3,ADNI_80,0.01,0.00836778,0.00628751,0.028229,0.0219415,0.07,0.168753,0.100864,0.0943115,5814,N,1.02543534775015
KITLG.9377.25.3,ANM_80,0.1,0.00781465,0.00640386,0.157866,0.151462,0.07,-0.185363,0.124069,0.135169,36713,N,0.869122899168458
KITLG.9377.25.3,GERAD_80,0.001,0.0032567,0.00268355,0.0444175,0.0417339,0.07,-0.111028,0.0661768,0.0933973,764,N,1.02966567850278
MMP9.2579.17.5,ADNI_80,1,0.0138093,0.010392,0.0323335,0.0219415,0.07,0.221818,0.103397,0.0319292,147004,Y,1.49581196276147
MMP9.2579.17.5,ANM_80,5e-05,0.0102969,0.00844535,0.159907,0.151462,0.07,0.208048,0.121054,0.0856797,61,N,1.06712206281781
MMP9.2579.17.5,GERAD_80,5e-04,0.00353233,0.0029108,0.0446447,0.0417339,0.07,-0.114546,0.0655977,0.0807791,424,N,1.0927009898292
NPPB.3723.1.2,ADNI_80,0.001,0.00438038,0.00328775,0.0252292,0.0219415,0.07,0.121625,0.1004,0.225739,780,N,0.646393403165924
NPPB.3723.1.2,ANM_80,0.001,0.00384648,0.00314767,0.154609,0.151462,0.07,-0.128679,0.12248,0.293436,780,N,0.53248660609516
NPPB.3723.1.2,GERAD_80,0.001,0.00795852,0.00656239,0.0482963,0.0417339,0.07,0.172555,0.0659827,0.0089186,781,Y,2.0497033137846
PLG.3710.49.2,ADNI_80,0.05,0.0112077,0.00842806,0.0303695,0.0219415,0.07,-0.196593,0.10171,0.0532514,21146,N,1.27366896996843
PLG.3710.49.2,ANM_80,0.5,0.023558,0.0194129,0.170875,0.151462,0.07,-0.32547,0.12608,0.00983843,110036,Y,2.00707420001757
PLG.3710.49.2,GERAD_80,5e-08,0.00319363,0.00263156,0.0443655,0.0417339,0.07,-0.110085,0.0666552,0.0986254,6,N,1.00601122238896
PPY.4588.1.2,ADNI_80,5e-08,0.0112773,0.00848057,0.030422,0.0219415,0.07,-0.199336,0.103019,0.0529976,1,N,1.27574379700971
PPY.4588.1.2,ANM_80,5e-04,0.0254059,0.0209493,0.172411,0.151462,0.07,-0.355695,0.133589,0.00775389,404,Y,2.11048036437238
PPY.4588.1.2,GERAD_80,5e-08,0.0015744,0.001297,0.043031,0.0417339,0.07,0.0761344,0.0651338,0.242447,1,N,0.615383185404949
RETN.3046.31.1,ADNI_80,5e-08,0.00872163,0.00655404,0.0284955,0.0219415,0.07,-0.175171,0.102933,0.0887928,2,N,1.05162224871513
RETN.3046.31.1,ANM_80,5e-04,0.0171188,0.0140745,0.165536,0.151462,0.07,-0.276149,0.126185,0.0286365,415,Y,1.54308006330459
RETN.3046.31.1,GERAD_80,0.01,0.00128698,0.00106018,0.0427941,0.0417339,0.07,0.0692649,0.0656653,0.291509,5775,N,0.535348032362946
SERPING1.4479.14.2,ADNI_80,1,0.0110059,0.00827588,0.0302173,0.0219415,0.07,-0.195368,0.102026,0.0555067,147355,N,1.2556545916988
SERPING1.4479.14.2,ANM_80,5e-08,0.0261312,0.0215529,0.173015,0.151462,0.07,-0.344985,0.127431,0.00678462,6,Y,2.16847447173669
SERPING1.4479.14.2,GERAD_80,0.01,0.00210856,0.00173719,0.0434711,0.0417339,0.07,-0.0890555,0.0659454,0.176874,5909,N,0.752336002513738
TF.4162.54.2,ADNI_80,0.2,0.0118176,0.00888824,0.0308297,0.0219415,0.07,-0.203026,0.102303,0.0471947,61059,Y,1.32610677022172
TF.4162.54.2,ANM_80,5e-05,0.0117369,0.00963135,0.161093,0.151462,0.07,-0.226231,0.124072,0.0682444,58,N,1.16593298016824
TF.4162.54.2,GERAD_80,0.2,0.00317367,0.00261511,0.0443491,0.0417339,0.07,-0.108939,0.0658597,0.0981042,60756,N,1.00831239937053
TNC.4155.3.2,ADNI_80,1,0.0084207,0.00632737,0.0282688,0.0219415,0.07,-0.16997,0.101218,0.0931041,147132,N,1.03103119368924
TNC.4155.3.2,ANM_80,0.05,0.0174468,0.0143458,0.165808,0.151462,0.07,-0.281316,0.126994,0.0267463,21282,Y,1.57273628843617
TNC.4155.3.2,GERAD_80,0.5,0.00693338,0.00571623,0.0474502,0.0417339,0.07,-0.161685,0.0661473,0.0145128,108686,Y,1.83824878968245
TNF.5936.53.3,ADNI_80,0.01,0.0275166,0.0207868,0.0427282,0.0219415,0.07,0.311972,0.103463,0.00256726,5689,Y,2.59053014580177
TNF.5936.53.3,ANM_80,0.1,0.00907792,0.00744239,0.158904,0.151462,0.07,0.196223,0.122086,0.108,36703,N,0.96657624451305
TNF.5936.53.3,GERAD_80,5e-05,0.00155914,0.00128443,0.0430184,0.0417339,0.07,0.0764101,0.0658304,0.245759,37,N,0.609490568800948
VCAM1.2967.8.1,ADNI_80,5e-08,0.00587385,0.00441052,0.026352,0.0219415,0.07,0.141689,0.101128,0.161189,5,N,0.792664599021645
VCAM1.2967.8.1,ANM_80,0.5,0.00752985,0.00616986,0.157632,0.151462,0.07,0.177904,0.121184,0.142091,110383,N,0.847433429279574
VCAM1.2967.8.1,GERAD_80,5e-08,0.00262091,0.00215946,0.0438934,0.0417339,0.07,0.0996969,0.0663948,0.133207,5,N,0.875472952481824
VTN.13125.45.3,ADNI_80,1,0.018807,0.0141727,0.0361141,0.0219415,0.07,-0.259981,0.104423,0.0127854,146992,Y,1.89328568022464
VTN.13125.45.3,ANM_80,0.5,0.0134641,0.0110554,0.162517,0.151462,0.07,-0.24337,0.124171,0.0500011,110123,N,1.30102044129048
VTN.13125.45.3,GERAD_80,0.001,0.00191468,0.00157741,0.0433114,0.0417339,0.07,0.0848879,0.0659975,0.198363,821,N,0.702539332153496
