Pheno,Set,Threshold,R2,P,Coefficient,Standard.Error,Num_SNP,P_MinusLog10,Significant,SignificantBonf,adjp,adjp_MinusLog10,SignificantAdjP
C4,Base,1,0.00104224,0.514484,0.0326447,0.050035,100602,0.288628126868038,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,5e-08,0.0014337,0.444492,0.0377308,0.0492975,26,0.35213605108774,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,5e-05,0.000297572,0.727651,0.017336,0.0497461,116,0.138076869473366,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,5e-04,0.00407157,0.197255,0.0637188,0.0493368,434,0.704971979525953,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,0.001,0.00209567,0.355172,0.0459362,0.0496258,748,0.449561279168232,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,0.01,0.000501006,0.651342,0.0225014,0.0497564,4441,0.186190916636086,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,0.05,2.4293e-05,0.920744,0.00502214,0.0504444,15402,0.0358611025304826,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,0.1,0.000304293,0.724716,-0.01764,0.050056,25754,0.139832150390009,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,0.2,8.95039e-05,0.848539,0.00958834,0.0501734,41891,0.0713281921258535,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,0.5,1.17361e-05,0.944866,0.00346146,0.0500225,74416,0.0246297783552794,N,N,0.999598,0.000174621482995295,N
Clusterin,Base,1,0.000114076,0.829289,0.0107895,0.0500089,100602,0.0812940952241955,N,N,0.999598,0.000174621482995295,N
CRP,Base,5e-08,0.00477329,0.162607,-0.0687862,0.0491726,26,0.788860762579975,N,N,0.999598,0.000174621482995295,N
CRP,Base,5e-05,0.0104719,0.0383381,-0.102753,0.0494496,116,1.41636941414868,Y,N,0.999598,0.000174621482995295,N
CRP,Base,5e-04,0.0157853,0.0108843,-0.125354,0.0490035,434,1.96319949642655,Y,N,0.999598,0.000174621482995295,N
CRP,Base,0.001,0.0127298,0.0223173,-0.113117,0.0493182,748,1.65135834853508,Y,N,0.999598,0.000174621482995295,N
CRP,Base,0.01,0.000575546,0.62813,-0.0240965,0.0497116,4441,0.201950463842674,N,N,0.999598,0.000174621482995295,N
CRP,Base,0.05,0.00162537,0.415543,-0.041044,0.0503605,15402,0.381384029168751,N,N,0.999598,0.000174621482995295,N
CRP,Base,0.1,0.000918084,0.540673,-0.0306139,0.0499975,25754,0.267065317577677,N,N,0.999598,0.000174621482995295,N
CRP,Base,0.2,0.000983811,0.52652,-0.0317617,0.0501077,41891,0.278585127375611,N,N,0.999598,0.000174621482995295,N
CRP,Base,0.5,0.00134809,0.45843,-0.0370666,0.0499459,74416,0.338726969556942,N,N,0.999598,0.000174621482995295,N
CRP,Base,1,0.00165171,0.411787,-0.0410199,0.0499273,100602,0.385327368056459,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,5e-08,0.000206873,0.771539,-0.0143606,0.0494248,26,0.112642116189678,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,5e-05,0.000806643,0.566341,0.0285988,0.0498312,116,0.246921996683181,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,5e-04,0.00016256,0.796878,0.012757,0.0495307,434,0.0986081628980378,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,0.001,0.000899351,0.544834,0.0301517,0.0497533,748,0.263735798394016,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,0.01,0.000646985,0.607566,-0.0256205,0.0498506,4441,0.216406537682091,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,0.05,0.000273724,0.738377,0.0168911,0.0505373,15402,0.131721839783681,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,0.1,2.11394e-05,0.926051,0.00465856,0.0501615,25754,0.0333650949501777,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,0.2,0.00110418,0.502237,0.033744,0.0502466,41891,0.299091295796902,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,0.5,0.00109718,0.503597,0.0335343,0.0500937,74416,0.297916865711368,N,N,0.999598,0.000174621482995295,N
D.dimer,Base,1,0.00103848,0.515242,0.0326178,0.0500841,100602,0.287988742649822,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,5e-08,0.000236644,0.756139,-0.0153485,0.0493898,26,0.121398361398186,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,5e-05,0.000655334,0.605258,0.0257595,0.0498005,116,0.218059461559267,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,5e-04,0.000499982,0.651675,0.0223571,0.049488,434,0.18596893938541,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,0.001,0.000190034,0.780788,-0.0138504,0.0497364,748,0.107466870000472,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,0.01,0.00100737,0.521607,-0.0319474,0.0498071,4441,0.282656588976722,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,0.05,0.000691322,0.595515,0.0268251,0.0504917,15402,0.225107294911373,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,0.1,0.00112657,0.497932,0.0339847,0.050099,25754,0.302829962543888,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,0.2,0.000403931,0.684923,0.0203952,0.0502293,41891,0.164358249755399,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,0.5,0.000235358,0.756781,0.0155208,0.0500805,74416,0.121029780013688,N,N,0.999598,0.000174621482995295,N
Factor.H,Base,1,7.21067e-05,0.863894,0.00858899,0.0500736,100602,0.0635395422887365,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,5e-08,2.02839e-05,0.927559,0.00449356,0.0493948,26,0.0326584563118474,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,5e-05,1.1581e-06,0.982668,-0.00108287,0.0498164,116,0.00759318625966721,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,5e-04,8.25032e-05,0.854514,0.00908178,0.049498,434,0.0682808175857964,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,0.001,1.2557e-05,0.942973,0.0035603,0.0497404,748,0.0255007421713498,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,0.01,0.000393069,0.688965,-0.0199559,0.049822,4441,0.161802840056023,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,0.05,0.000286041,0.732775,-0.0172548,0.0505016,15402,0.135029355862115,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,0.1,0.000235194,0.756863,0.0155279,0.050121,25754,0.120982725161225,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,0.2,1.8455e-08,0.997812,0.000137857,0.0502391,41891,0.000951277403807505,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,0.5,0.000209773,0.769988,0.0146528,0.0500808,74416,0.11351604310595,N,N,0.999598,0.000174621482995295,N
G.CSF,Base,1,0.000481239,0.657844,0.0221887,0.0500629,100602,0.181877082026765,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,5e-08,0.00456622,0.172046,0.0673957,0.049264,26,0.764355420096941,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,5e-05,0.00250287,0.312232,0.0503222,0.0497355,116,0.505522589065921,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,5e-04,0.00663977,0.0994219,0.0814423,0.049317,434,1.00251794154272,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,0.001,0.00951711,0.0483748,0.0979791,0.0494851,748,1.31538081750949,Y,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,0.01,0.0158538,0.010712,0.12669,0.0494168,4441,1.97012943599605,Y,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,0.05,0.00565801,0.128359,0.0767127,0.0503469,15402,0.891573674999513,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,0.1,0.00237901,0.324527,0.0493671,0.0500486,25754,0.488749164924598,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,0.2,0.00267772,0.295885,0.0524919,0.0501531,41891,0.528877051001419,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,0.5,0.00486455,0.158636,0.0705352,0.0499454,74416,0.799598249381604,N,N,0.999598,0.000174621482995295,N
Haptoglobin..Mixed.Type,Base,1,0.00496434,0.154419,0.0712393,0.0499319,100602,0.811299264314469,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,5e-08,0.00565685,0.128399,0.0750528,0.0492626,26,0.891438358636115,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,5e-05,0.00163118,0.414711,0.0406459,0.049783,116,0.382254445041231,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,5e-04,0.000482298,0.657491,-0.0219613,0.0494953,434,0.182110187594233,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,0.001,0.000224429,0.762322,0.0150538,0.0497425,748,0.117861546659545,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,0.01,2.0524e-07,0.992703,0.000456069,0.0498391,4441,0.0031806656580316,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,0.05,0.000618787,0.615505,0.0253823,0.0505006,15402,0.210768414765826,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,0.1,3.63808e-06,0.969286,-0.00193153,0.0501341,25754,0.0135480600024603,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,0.2,0.00111603,0.49995,0.0339058,0.0502184,41891,0.301073427283789,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,0.5,0.000637012,0.610349,0.0255378,0.0500774,74416,0.214421762641517,N,N,0.999598,0.000174621482995295,N
IGFBP.2,Base,1,0.000891584,0.546577,0.0302062,0.05006,100602,0.262348647402313,N,N,0.999598,0.000174621482995295,N
IL.10,Base,5e-08,0.00159291,0.420243,-0.0398353,0.0493737,26,0.37649951188419,N,N,0.999598,0.000174621482995295,N
IL.10,Base,5e-05,0.00515904,0.146551,-0.0723009,0.0497056,116,0.834011213779622,N,N,0.999598,0.000174621482995295,N
IL.10,Base,5e-04,0.00635839,0.106906,-0.0797564,0.0493602,434,0.970997919732598,N,N,0.999598,0.000174621482995295,N
IL.10,Base,0.001,0.00770484,0.0758356,-0.0882228,0.0495666,748,1.12012687281074,N,N,0.999598,0.000174621482995295,N
IL.10,Base,0.01,0.00313018,0.258352,-0.0563349,0.0497717,4441,0.58778817206838,N,N,0.999598,0.000174621482995295,N
IL.10,Base,0.05,0.00110168,0.502722,-0.0338751,0.0504992,15402,0.298672108864747,N,N,0.999598,0.000174621482995295,N
IL.10,Base,0.1,0.00204626,0.360913,-0.0458182,0.0500936,25754,0.442597474475315,N,N,0.999598,0.000174621482995295,N
IL.10,Base,0.2,0.00209273,0.355511,-0.0464392,0.0502046,41891,0.449146957056879,N,N,0.999598,0.000174621482995295,N
IL.10,Base,0.5,0.00117,0.489758,-0.0346175,0.0500748,74416,0.310018461249553,N,N,0.999598,0.000174621482995295,N
IL.10,Base,1,0.000910303,0.542394,-0.0305281,0.0500702,100602,0.265685123310064,N,N,0.999598,0.000174621482995295,N
IL.13,Base,5e-08,0.0061355,0.113272,-0.0780735,0.049194,26,0.945877431251614,N,N,0.999598,0.000174621482995295,N
IL.13,Base,5e-05,0.0024596,0.316456,-0.0498538,0.0497051,116,0.499686665695901,N,N,0.999598,0.000174621482995295,N
IL.13,Base,5e-04,0.00280375,0.284777,-0.0528894,0.0493809,434,0.545495089390674,N,N,0.999598,0.000174621482995295,N
IL.13,Base,0.001,0.000252608,0.748316,-0.0159525,0.0496845,748,0.125914968879032,N,N,0.999598,0.000174621482995295,N
IL.13,Base,0.01,5.20465e-05,0.884209,-0.0072543,0.0497804,4441,0.0534450689026117,N,N,0.999598,0.000174621482995295,N
IL.13,Base,0.05,0.0044063,0.179765,-0.0676546,0.0503467,15402,0.745294860914859,N,N,0.999598,0.000174621482995295,N
IL.13,Base,0.1,0.00369508,0.219359,-0.0614859,0.0499839,25754,0.658844542384394,N,N,0.999598,0.000174621482995295,N
IL.13,Base,0.2,0.00489579,0.157302,-0.0709327,0.0500656,41891,0.803265755549364,N,N,0.999598,0.000174621482995295,N
IL.13,Base,0.5,0.00607208,0.115158,-0.0787551,0.0498835,74416,0.938705886313115,N,N,0.999598,0.000174621482995295,N
IL.13,Base,1,0.00665708,0.0989804,-0.0824434,0.0498578,100602,1.00445079544867,N,N,0.999598,0.000174621482995295,N
IL.3,Base,5e-08,5.21702e-05,0.884073,0.00719816,0.0493366,26,0.0535118727830508,N,N,0.999598,0.000174621482995295,N
IL.3,Base,5e-05,0.00128756,0.468706,0.0360646,0.0497264,116,0.329099486952986,N,N,0.999598,0.000174621482995295,N
IL.3,Base,5e-04,0.000151984,0.803458,0.012312,0.0494387,434,0.0950368206367668,N,N,0.999598,0.000174621482995295,N
IL.3,Base,0.001,8.53349e-05,0.852066,0.00927044,0.0496808,748,0.0695267640060001,N,N,0.999598,0.000174621482995295,N
IL.3,Base,0.01,0.00139232,0.451146,-0.0375146,0.0497392,4441,0.345682888868479,N,N,0.999598,0.000174621482995295,N
IL.3,Base,0.05,3.80615e-05,0.900887,-0.00628688,0.0504491,15402,0.0453296800022132,N,N,0.999598,0.000174621482995295,N
IL.3,Base,0.1,3.31176e-07,0.990731,-0.000582002,0.0500686,25754,0.00404424770866469,N,N,0.999598,0.000174621482995295,N
IL.3,Base,0.2,0.00015248,0.803144,0.0125162,0.0501768,41891,0.0952065807504153,N,N,0.999598,0.000174621482995295,N
IL.3,Base,0.5,0.00080596,0.566506,0.0286879,0.0500076,74416,0.246795486059909,N,N,0.999598,0.000174621482995295,N
IL.3,Base,1,0.000800506,0.567822,0.0285843,0.0499967,100602,0.245787784945936,N,N,0.999598,0.000174621482995295,N
IL.8,Base,5e-08,0.00337984,0.240163,-0.058024,0.0493282,26,0.619493900070374,N,N,0.999598,0.000174621482995295,N
IL.8,Base,5e-05,2.02112e-05,0.927688,0.00452525,0.0498325,116,0.0325980611318463,N,N,0.999598,0.000174621482995295,N
IL.8,Base,5e-04,0.000615313,0.616499,-0.0248101,0.0495013,434,0.210067623520535,N,N,0.999598,0.000174621482995295,N
IL.8,Base,0.001,0.000638722,0.60987,-0.0254005,0.0497414,748,0.214762729414723,N,N,0.999598,0.000174621482995295,N
IL.8,Base,0.01,0.000116772,0.827315,-0.0108806,0.0498455,4441,0.0823291014333262,N,N,0.999598,0.000174621482995295,N
IL.8,Base,0.05,0.000420478,0.678886,-0.0209273,0.050515,15402,0.168203147262328,N,N,0.999598,0.000174621482995295,N
IL.8,Base,0.1,4.21103e-05,0.895777,-0.00657264,0.0501425,25754,0.0478000927077171,N,N,0.999598,0.000174621482995295,N
IL.8,Base,0.2,5.00725e-06,0.963971,0.00227152,0.0502557,41891,0.0159360311691813,N,N,0.999598,0.000174621482995295,N
IL.8,Base,0.5,8.24821e-05,0.854532,-0.00919118,0.0501006,74416,0.0682716694403696,N,N,0.999598,0.000174621482995295,N
IL.8,Base,1,2.67478e-06,0.973663,0.00165478,0.0500916,100602,0.0115913332299525,N,N,0.999598,0.000174621482995295,N
MMP.9,Base,5e-08,1.23938e-06,0.98207,-0.00110718,0.0492362,26,0.00785755546125829,N,N,0.999598,0.000174621482995295,N
