Pheno,Set,Threshold,R2,P,Coefficient,Standard.Error,Num_SNP,P_MinusLog10,Significant,SignificantBonf,adjp,adjp_MinusLog10,SignificantAdjP
Angiopoietin.2,Base,5e-08,0.0439017,0.00129443,0.230047,0.0706352,18,2.88792143030885,Y,N,0.1682759,0.773978078002008,N
Angiopoietin.2,Base,5e-05,0.00972848,0.133309,0.108293,0.0718865,103,0.875140529367888,N,N,0.828595813953488,0.0816572650776637,N
Angiopoietin.2,Base,5e-04,0.000115549,0.870356,0.0118021,0.0722345,419,0.0603030724255517,N,N,0.97243453125,0.0121396277132583,N
Angiopoietin.2,Base,0.001,0.00100991,0.629376,0.0348913,0.0722022,735,0.20108982206197,N,N,0.97243453125,0.0121396277132583,N
Angiopoietin.2,Base,0.01,0.0022804,0.468188,0.0524302,0.0721563,4425,0.32957972178115,N,N,0.97243453125,0.0121396277132583,N
Angiopoietin.2,Base,0.05,0.000299187,0.792836,-0.018991,0.0722279,15394,0.100816638232183,N,N,0.97243453125,0.0121396277132583,N
Angiopoietin.2,Base,0.1,0.000490169,0.736738,-0.024308,0.072221,25700,0.132686929215703,N,N,0.97243453125,0.0121396277132583,N
Angiopoietin.2,Base,0.2,0.000285921,0.797379,0.0185652,0.0722284,41706,0.0983352062259379,N,N,0.97243453125,0.0121396277132583,N
Angiopoietin.2,Base,0.5,2.27286e-05,0.942298,0.00523435,0.0722379,73856,0.0258117306582157,N,N,0.97243453125,0.0121396277132583,N
Angiopoietin.2,Base,1,0.000100255,0.87917,0.0109933,0.0722351,99661,0.0559271398028855,N,N,0.97243453125,0.0121396277132583,N
Apo.B,Base,5e-08,0.0132555,0.0794528,-0.114082,0.0647617,18,1.09989079319389,N,N,0.764378333333333,0.116691631725783,N
Apo.B,Base,5e-05,0.02411,0.0176943,-0.153858,0.0644045,103,1.75216661370748,Y,N,0.528558727272727,0.276906751944965,N
Apo.B,Base,5e-04,0.000412425,0.757809,-0.0201231,0.0651818,419,0.120440241199945,N,N,0.97243453125,0.0121396277132583,N
Apo.B,Base,0.001,2.71673e-05,0.936926,-0.0051647,0.0651943,735,0.0282947090703605,N,N,0.97243453125,0.0121396277132583,N
Apo.B,Base,0.01,3.21399e-05,0.931409,-0.00561751,0.0651942,4425,0.0308595698910984,N,N,0.97243453125,0.0121396277132583,N
Apo.B,Base,0.05,0.00282022,0.419755,0.0526215,0.0651032,15394,0.377004121969005,N,N,0.97243453125,0.0121396277132583,N
